0j 0j 0j 0j (5.400224244308653e-16-3.2806593629018203e-16j) (5.400224244308653e-16+3.2806593629018203e-16j) (9.421222464944822e-16+0j) (0.02105725535658333+0j) (0.06715450720956416+0j) (0.07534793106895697+0j) (0.10338945072424983+0j) (0.18502244712493596+0j) (0.19344079892094013+0j) (0.23545694021377006+0j) (0.286480376550545+0j) (0.3096068251630122+0j) (0.35714726500493965+0j) (0.41854562369111886+0j) (0.46845026165221454+0j) (0.49252830297718864+0j) (0.5769348173324504+0j) (0.6789218701830256+0j) (0.7123468943148158+0j) (0.7731873330718106+0j) (0.7802506661568865+0j) (0.8969329194860517+0j) (0.9999999999999984+0j) (0.9999999999999992+0j) (1.0000000000000009+0j) (1.000000000000003+0j) (1.120145847160556+0j) (1.192314540946072+0j) (1.2004949957079043+0j) (1.3052873947892278+0j) (1.3151839213343939+0j) (1.4420652510222123+0j) (1.453163914263603+0j) (1.5383556472835231+0j) (1.6646000030936683+0j) (1.774771560559826+0j) (1.851391469110242+0j) (2.0000000000000018+0j) (2.0000000000000067+0j) (2.282925894813051+0j) (2.459605575888018+0j) (2.4651447773427058+0j) (2.5608623775609107+0j) (2.5714077392984636+0j) (2.746060586858041+0j) (2.7608375809892265+0j) (2.7859217322343794+0j) (2.9999999999999885+0j) (2.999999999999997+0j) (2.9999999999999996+0j) (3.0000000000000018+0j) (3.00000000000001+0j) (3.280614247546292+0j) (3.304206419055757+0j) (3.631985053645521+0j) (3.9999999999999925+0j) (3.9999999999999942+0j) (3.9999999999999947+0j) (3.9999999999999982+0j) (3.9999999999999982+0j) (3.999999999999999+0j) (3.9999999999999996+0j) (3.9999999999999996+0j) (4.000000000000001+0j) (4.000000000000001+0j) (4.0000000000000036+0j) (4.000000000000008+0j) (4.000000000000009+0j) (4.346397709184371+0j) (4.375614554351822+0j) (4.4452884982460885+0j) (4.476751222099302+0j) (4.483126901322382+0j) (4.806472012123201+0j) (4.924682279609473+0j) (4.999999999999989+0j) (4.999999999999998+0j) (4.999999999999999+0j) (5+0j) (5.000000000000002+0j) (5.051398714834241+0j) (5.125990127127486+0j) (5.204583364620269+0j) (5.545967830967188+0j) (5.6139404502079655+0j) (5.772860510695309+0j) (5.84033563004311+0j) (5.999999999999982+0j) (5.999999999999997+0j) (5.999999999999998+0j) (6.063954138291998+0j) (6.261297883093643+0j) (6.393890306592525+0j) (6.441756634913308+0j) (6.577071377388588+0j) (6.762911074842978+0j) (6.97168076039007+0j) (7.10636740921574+0j) (7.488986868079579+0j) (7.517836813521121+0j) (7.5618308142275925+0j) (7.999999999999977+0j) (8.000000000000002+0j) (8.723888399454859+0j) (9.283076189755757+0j) (10.523072898003596+0j) (11.480747592990674+0j) (13.061588879138087+0j) (13.427083137961231+0j) 
(-1.6749020480050811e-15+0j) (-5.477316576339314e-16+0j) 0j 0j 0j (2.80774627057959e-17+0j) (5.336983535791431e-16+0j) (5.692148153270265e-16-4.1887489263315474e-16j) (5.692148153270265e-16+4.1887489263315474e-16j) (1.949155494232767e-15+0j) (0.0637959234977559+0j) (0.14136780670287788+0j) (0.16195291847623547+0j) (0.16393818938346086+0j) (0.22837923985074943+0j) (0.2352194363986852+0j) (0.23549842237481475+0j) (0.3387504932880467+0j) (0.35155006226518126+0j) (0.41766429044330455+0j) (0.5367564258861501+0j) (0.6016874728562374+0j) (0.6642149162607608+0j) (0.7364693523850807+0j) (0.9999999999999982+0j) (0.9999999999999988+0j) (0.999999999999999+0j) (0.9999999999999991+0j) (0.9999999999999993+0j) (0.9999999999999994+0j) (0.9999999999999999+0j) (1.027374836214193+0j) (1.0564911336012162+0j) (1.1486080198969524+0j) (1.4402536678497455+0j) (1.464618450407126+0j) (1.5977675573555687+0j) (1.7465722230122207+0j) (1.7875328774224115+0j) (1.8259399916098806+0j) (1.9862284087008586+0j) (1.9999999999999905+0j) (1.9999999999999978+0j) (2.000000000000001+0j) (2.256668640141771+0j) (2.40036157844107+0j) (2.4934459941211142+0j) (2.9999999999999916+0j) (2.999999999999999+0j) (3.0000000000000004+0j) (3.0000000000000133+0j) (3.326300178771778+0j) (3.3577611113722634+0j) (3.4878530200173614+0j) (3.863356194200541+0j) (3.9999999999999902+0j) (3.999999999999996+0j) (3.9999999999999973+0j) (3.9999999999999973+0j) (3.999999999999999+0j) (4+0j) (4.000000000000001+0j) (4.000000000000001+0j) (4.000000000000002+0j) (4.000000000000002+0j) (4.000000000000003+0j) (4.0000000000000036+0j) (4.2309031930513+0j) (4.4302751344671485+0j) (4.449791294948981+0j) (4.831206437769709+0j) (4.88216282624349+0j) (4.999999999999989+0j) (4.999999999999991+0j) (4.999999999999999+0j) (4.999999999999999+0j) (5+0j) (5.000000000000008+0j) (5.0000000000000115+0j) (5.084336434656315+0j) (5.434200819323875+0j) (5.653409942373575+0j) (5.738731579091854+0j) (5.844689792438214+0j) (5.900426391929723+0j) (5.98606604248076+0j) (5.99999999999999+0j) (6.0000000000000036+0j) (6.198652363800918+0j) (6.357981548956194+0j) (6.416652641756445+0j) (6.675532972880008+0j) (6.723164302666002+0j) (7.112771732387902+0j) (7.324557458820695+0j) (7.623626543290897+0j) (7.99999999999997+0j) (7.999999999999997+0j) (8+0j) (8+0j) (8.000000000000004+0j) (8.000000000000009+0j) (8.000000000000014+0j) (8.106411628682352+0j) (9.132715113041394+0j) (10.000000000000021+0j) (10.163762962182712+0j) (10.999999999999991+0j) (11.000000000000064+0j) (11.041700801000314+0j) (11.26541603020568+0j) (13.096651702572155+0j) (13.14982347577633+0j) 
(-1.5212563221558619e-15+0j) (-1.0070201398539204e-15+0j) (-5.578827741640371e-16-1.4695727192055457e-16j) (-5.578827741640371e-16+1.4695727192055457e-16j) (-3.936012370698127e-16+0j) 0j 0j 0j 0j (2.0800515227537426e-16+0j) (2.1943701082374703e-15+0j) (0.01934804811804961+0j) (0.0824582864990191+0j) (0.10463622915419879+0j) (0.12032173438008235+0j) (0.1710692432824503+0j) (0.2028840429714759+0j) (0.3500420556188738+0j) (0.4257298417334226+0j) (0.45187066357436473+0j) (0.6235091583059174+0j) (0.6274007154319238+0j) (0.6725723948367396+0j) (0.7204995670063407+0j) (0.8068814154716297+0j) (0.917647049503953+0j) (0.926310114587177+0j) (0.9370832253011894+0j) (1.000000000000002+0j) (1.0000000000000029+0j) (1.1766514046178254+0j) (1.3571597874887251+0j) (1.3688779332796293+0j) (1.6045314743444496+0j) (1.7345840243501864+0j) (1.8402698026674797+0j) (1.9015244689917816+0j) (1.9674066780543857+0j) (1.9999999999999958+0j) (2.0000000000000004+0j) (2.0000000000000004+0j) (2.0000000000000013+0j) (2.0000000000000027+0j) (2.000000000000003+0j) (2.0440604908679965+0j) (2.442184936175113+0j) (2.5166277803427306+0j) (2.5317373619674948+0j) (2.5446973554832932+0j) (2.661261912392123+0j) (2.7525816544743638+0j) (3+0j) (3.0000000000000018+0j) (3.000000000000002+0j) (3.0000000000000027+0j) (3.0000000000000027+0j) (3.000000000000004+0j) (3.000000000000007+0j) (3.0000000000000107+0j) (3.3456055854695825+0j) (3.5576812823537107+0j) (3.999999999999989+0j) (3.9999999999999947+0j) (4+0j) (4.000000000000001+0j) (4.000000000000002+0j) (4.000000000000002+0j) (4.000000000000003+0j) (4.000000000000003+0j) (4.145053742636864+0j) (4.456283791951292+0j) (4.457452411242015+0j) (4.555434122211954+0j) (4.762906651504521+0j) (4.856964794139218+0j) (4.944570942326181+0j) (4.9999999999999964+0j) (5.000000000000002+0j) (5.000000000000002+0j) (5.000000000000007+0j) (5.000000000000008+0j) (5.000000000000014+0j) (5.000000000000028+0j) (5.171805279249114+0j) (5.699969963349772+0j) (5.787194025181086+0j) (5.816202945464276+0j) (5.8980728456874365+0j) (5.914122753908288+0j) (5.999999999999997+0j) (5.999999999999999+0j) (6.282083605432413+0j) (6.328750442624599+0j) (6.629288521565031+0j) (6.895418804673319+0j) (6.999999999999984+0j) (6.999999999999998+0j) (7.0000000000000036+0j) (7.000000000000015+0j) (7.000000000000036+0j) (7.47150265165242+0j) (7.623667228667659+0j) (7.9169670340710905+0j) (7.9335344932224485+0j) (8.087406090299321+0j) (8.110118100488407+0j) (8.334408035093164+0j) (8.922308874617991+0j) (10.49366992771257+0j) (10.93829903826357+0j) (12.222220534404833+0j) (13.261377090423775+0j) (14.57523753883796+0j) 
(-8.290681600586663e-16+0j) (-2.370706469075568e-16+0j) (-4.1799957909805565e-17+0j) 0j 0j 0j (1.0775503011451636e-16-3.4622072469038684e-16j) (1.0775503011451636e-16+3.4622072469038684e-16j) (2.3193321858561856e-16+0j) (3.155195046267014e-16+0j) (5.606477290460282e-16+0j) (0.02990586347653574+0j) (0.05843003527093724+0j) (0.10430213318454226+0j) (0.17530742960859966+0j) (0.28996466633762913+0j) (0.362819655171848+0j) (0.4279881633032396+0j) (0.4614535813274739+0j) (0.5247278194866711+0j) (0.767265458772444+0j) (0.788609611450819+0j) (0.8576359503153108+0j) (0.9886159768935404+0j) (0.9999999999999979+0j) (1.0000000000000004+0j) (1.000000000000001+0j) (1.0000000000000022+0j) (1.0000000000000027+0j) (1.0721595838652587+0j) (1.2980454190223112+0j) (1.3439612529320024+0j) (1.470216042439694+0j) (1.5410496832381204+0j) (1.7119935029360431+0j) (1.8508541337678461+0j) (1.8617049701541986+0j) (1.9347163747868195+0j) (1.956140711947426+0j) (1.9999999999999962+0j) (1.9999999999999993+0j) (2.000000000000002+0j) (2.0000000000000027+0j) (2.0000000000000067+0j) (2.000000000000009+0j) (2.098550818801319+0j) (2.318403244178201+0j) (2.4512974744722507+0j) (2.596707639202897+0j) (2.7397738756944423+0j) (2.9999999999999964+0j) (2.9999999999999996+0j) (3.000000000000002+0j) (3.0000000000000036+0j) (3.000000000000004+0j) (3.0000000000000107+0j) (3.000000000000013+0j) (3.000000000000014+0j) (3.1648536738527593+0j) (3.233876536112175+0j) (3.7457115867597417+0j) (3.8099580433744995+0j) (3.999999999999995+0j) (3.999999999999999+0j) (4+0j) (4.000000000000002+0j) (4.000000000000006+0j) (4.000000000000006+0j) (4.00000000000001+0j) (4.000000000000012+0j) (4.000000000000018+0j) (4.109198691906186+0j) (4.529026832130989+0j) (4.7009164482584795+0j) (4.774522532297879+0j) (4.917601934534294+0j) (4.9999999999999964+0j) (5.000000000000001+0j) (5.000000000000002+0j) (5.000000000000004+0j) (5.000000000000006+0j) (5.000000000000011+0j) (5.0000000000000115+0j) (5.000000000000023+0j) (5.007669606596688+0j) (5.199299283067065+0j) (5.310560661168638+0j) (5.431022679749821+0j) (5.716576312952298+0j) (5.810751468606296+0j) (5.999999999999993+0j) (5.9999999999999964+0j) (6.086532895691065+0j) (6.388459847379644+0j) (6.440836044932794+0j) (6.526663862220776+0j) (6.59696211197619+0j) (6.73062927792116+0j) (6.778697635071177+0j) (7.181183795426817+0j) (7.34054881560703+0j) (7.653622397663906+0j) (7.9184916930883285+0j) (8.000000000000023+0j) (8.07157692803019+0j) (8.602611563005649+0j) (9.25962654813404+0j) (9.375110035477244+0j) (10.727848124955285+0j) (11.317532562173103+0j) (12.66173030946515+0j) (13.298010353822502+0j) (14.499177834552063+0j) 
-3.3717182893993666e-15 -1.6805834643580674e-15 -5.338411171096971e-16 -4.141300532927052e-16 -3.6458717985908493e-16 0.0 0.0 0.0 0.0 2.0546019250942117e-16 2.996670107483353e-16 1.2691463073680997e-15 0.018659898538792928 0.03393087460112075 0.08030886268608088 0.12921678140984616 0.158590259414679 0.2488852286266227 0.31395378999831 0.32091127355195626 0.4007772306635931 0.4254154512661183 0.4462800602751374 0.505877651683215 0.6407585821693691 0.7108234752181328 0.7464825589042701 0.8078442216977391 0.9999999999999959 0.9999999999999978 0.9999999999999991 0.9999999999999996 1.0000000000000004 1.0000000000000018 1.0000000000000018 1.0694434708360179 1.1954932023351876 1.2790746184162236 1.3078777467373004 1.6229980238977628 1.6559394193883994 1.7439036557906151 1.78504929666207 1.7955957186521623 1.9999999999999967 1.999999999999998 2.000000000000002 2.00652620814482 2.039490095102937 2.3294293970967135 2.334001486186174 2.531020831982877 2.5354517245748216 2.9491645789127565 2.999999999999992 2.9999999999999973 2.999999999999998 2.999999999999999 3.0 3.000000000000001 3.0000000000000018 3.0000000000000018 3.000000000000002 3.000000000000007 3.361027726972365 3.3960815911045863 3.6754708164807224 3.9999999999999907 3.9999999999999925 4.000000000000004 4.000000000000006 4.000000000000008 4.000000000000012 4.25921715558575 4.497150153087875 4.609100883241879 4.636069946902346 4.66939492887437 4.7967803021967494 4.8553587366745985 4.999999999999983 4.999999999999995 4.999999999999997 4.999999999999999 5.000000000000001 5.000000000000002 5.000000000000002 5.000000000000007 5.005834803721921 5.22303481929971 5.2926968449681295 5.7352849447345235 5.766510797118907 5.99860618601857 5.999999999999979 6.000000000000012 6.000000000000013 6.246574097613313 6.791647068391938 6.99576337036384 7.000000000000003 7.0000000000000195 7.0000000000000195 7.60356883759822 8.410480467797155 8.60158549301795 9.034289395129003 9.272673644567298 10.019724465753946 10.384707962061777 11.40492094803156 13.266533460794376 14.020734476474907 
-2.4200514886648826e-15 -1.3592047104371469e-15 -1.2307969331059779e-15 -2.1793679185943423e-16 -1.571558879170064e-16 0.0 0.0 0.0 0.0 1.0713380506565956e-16 2.1029105236766061e-16 4.707249886835262e-16 0.04571765036410596 0.08118087127004736 0.1576346132442188 0.16120626718094974 0.1809909710203406 0.27623597291772 0.28487314485415366 0.39208599337903066 0.4572643147733584 0.4778459932211509 0.5188056959079851 0.5724460632362867 0.6328470718750394 0.6801844203407372 0.7598251551623459 0.8180330206313703 0.9999999999999958 0.9999999999999997 1.0000000000000007 1.0000000000000007 1.0000000000000013 1.0000000000000013 1.0000000000000027 1.0000000000000047 1.0296399141485348 1.0458933634003353 1.2910858390717543 1.3335083401679477 1.5641170337410173 1.6648296979032793 1.7635185620607838 1.8121326433833729 1.9667781407601121 1.9999999999999993 2.000000000000003 2.0000000000000058 2.2023140038651476 2.311107817465994 2.376663048036893 2.5952490992631705 2.6711323731781884 2.999999999999993 2.999999999999995 2.9999999999999964 2.9999999999999973 2.9999999999999982 2.9999999999999987 3.0000000000000058 3.000000000000013 3.000000000000014 3.290049920751477 3.3454245840841192 3.598819633812884 4.0000000000000036 4.000000000000004 4.000000000000005 4.000000000000007 4.000000000000009 4.000000000000011 4.000000000000012 4.000000000000012 4.170086486626035 4.451664647947233 4.5751657892558715 4.663586337633841 4.749715139902147 4.952052214102758 4.999999999999995 4.999999999999995 4.9999999999999964 4.999999999999997 4.999999999999998 4.999999999999998 4.999999999999999 5.000000000000003 5.0000000000000036 5.00000000000001 5.000000000000013 5.000000000000016 5.000000000000022 5.166153626837445 5.261682842240546 5.336788904682486 5.956871543265462 5.9999999999999885 5.9999999999999964 6.000000000000023 6.013347067288289 6.154858875622667 6.778018769492624 6.927711464779948 7.070246308072535 7.323957628662872 7.665679364040385 8.097007349333651 8.873214349750178 9.055272441993205 9.840186305708743 10.176590440621979 10.303458373502364 14.077242494163036 
-8.912340146997147e-16 -4.793008594737367e-16 -3.3919288312579213e-16 0.0 0.0 0.0 0.0 7.297700329611769e-16 7.749973227956665e-16 1.0561314049852014e-15 1.3360558061562088e-15 1.6981618750907695e-15 0.04287764926426898 0.06978135202403667 0.0899403586145005 0.19349016188220647 0.21302816538131716 0.22106525476742006 0.2775512991438024 0.34610440581384777 0.3702908456889466 0.4143559385686807 0.5038351158735139 0.5188056959079839 0.6016774223976379 0.7315207686599571 0.779193469785255 0.81522561111457 0.9999999999999996 1.000000000000001 1.0000000000000013 1.0000000000000018 1.0000000000000038 1.0000000000000047 1.000000000000006 1.0627275536066905 1.1052972246250743 1.1372424028667818 1.3374764777656791 1.6237900353177386 1.7272935623467105 1.732125134951505 1.999999999999995 1.9999999999999967 1.9999999999999973 2.000000000000002 2.000000000000004 2.1370656918225133 2.311107817465976 2.4141975949478716 2.5956842950964156 2.6431266313724158 2.81001213852376 2.9026896474099413 2.999999999999997 2.9999999999999973 2.999999999999998 3.0 3.00000000000001 3.000000000000012 3.9295403610745003 3.9999999999999893 3.9999999999999947 4.000000000000001 4.000000000000001 4.000000000000002 4.000000000000005 4.000000000000005 4.000000000000016 4.000000000000017 4.170086486626061 4.1785387112590975 4.429734602721109 4.618493866540296 4.747306263683848 4.843911736443044 4.999999999999995 4.999999999999996 4.999999999999998 5.0 5.000000000000005 5.000000000000006 5.000000000000008 5.000000000000018 5.004531101904029 5.054282905191961 5.156683106883584 5.684420929297849 6.000000000000006 6.049483537397686 6.127708468689012 6.15055196249095 6.530583792491406 6.568389546329788 6.817070275082563 6.999999999999986 6.999999999999999 7.000000000000009 7.000000000000036 7.008299163747291 7.200641338049485 7.218582239655151 7.999999999999975 8.052890236078333 8.334640321178549 8.554759385620208 8.56276665415272 8.795706153950972 9.024108053161084 9.206537163398627 9.360583216290653 10.654490911560263 11.23609778604315 
-1.4058352724953785e-15 -8.090961583276746e-16 -6.042046197365312e-16 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.1581190998393774e-16 2.5476276377541386e-16 3.4735358043212426e-16 4.738668909937446e-16 6.8429180625801e-16 1.3982794539996382e-15 0.02373732120694988 0.09344915197432183 0.11103902660293533 0.20216106168179535 0.22214441727886633 0.2514569587602376 0.2799990243524583 0.3159944751707795 0.3991351469902141 0.4858630706647095 0.528330340793889 0.7292366140790045 0.7602944223047164 0.7773429784729781 0.8018640130225482 0.9241049276509519 0.9764804703581018 1.000000000000003 1.0000000000000036 1.0000000000000049 1.0209276907712226 1.2403961740892373 1.3824708688386085 1.4065211462076157 1.4115869144261812 1.5204546759067128 1.6693565376097803 1.7210479391341462 1.834111260106008 1.8811018028543982 1.9999999999999944 2.000000000000001 2.000000000000002 2.000000000000003 2.221307833965716 2.428006731683796 2.4358728349183885 2.559733970164369 2.570057083501795 2.9999999999999964 2.9999999999999996 3.0000000000000004 3.000000000000003 3.000000000000009 3.0000000000000147 3.159875514954477 3.5482812387738605 3.689227706202231 3.9999999999999987 3.999999999999999 3.9999999999999996 4.0 4.000000000000002 4.0000000000000036 4.0000000000000036 4.000000000000004 4.000000000000005 4.000000000000007 4.000000000000009 4.000000000000019 4.198320048992946 4.2632099420874034 4.409928554416981 4.475142325761099 4.572034349279424 4.658573585321726 4.760109187873085 4.846616020176712 4.861401188856795 4.9999999999999885 4.999999999999997 5.000000000000005 5.086130197651517 5.248371741342664 5.520480144386755 5.704329050831141 5.878956808356996 5.961583553686579 5.999999999999994 6.249075296301274 6.518202891620318 6.546711048397861 6.815386661479883 7.084823085425701 7.199086507265123 7.9999999999999645 8.000000000000002 8.000000000000005 8.568016155606589 9.259722924492651 9.999999999999984 9.999999999999991 10.0 10.000000000000002 11.290084410405198 13.083629290522357 13.357103683987274 
(-1.403865944112873e-15+0j) (-1.2513861474827692e-15+0j) (-6.818697283044573e-16+0j) (-5.213783088156741e-16+0j) (-4.8452081289284526e-17+0j) (-1.2244084148268293e-17+0j) 0j 0j 0j (3.4600060904883204e-16-8.616269284815114e-17j) (3.4600060904883204e-16+8.616269284815114e-17j) (5.615975468761455e-16+0j) (5.902335328306524e-16+0j) (1.469477624314579e-15+0j) (0.020804263464403276+0j) (0.07577571309620681+0j) (0.12522181718627706+0j) (0.160005782514157+0j) (0.19182253284655193+0j) (0.350696292376648+0j) (0.4050932376505337+0j) (0.4510267784210194+0j) (0.5424244441098917+0j) (0.6360813620805452+0j) (0.6726494961503299+0j) (0.75313667070757+0j) (0.7586726621485398+0j) (0.7891753964669672+0j) (0.8730712927999505+0j) (0.999999999999998+0j) (0.9999999999999984+0j) (0.9999999999999999+0j) (1.0000000000000007+0j) (1.0000000000000018+0j) (1.071000124232904+0j) (1.3434413063207349+0j) (1.5393505199427648+0j) (1.5750727374248654+0j) (1.6206690038706864+0j) (1.9999999999999902+0j) (1.999999999999995+0j) (1.9999999999999987+0j) (2.000000000000001+0j) (2.3254567260479875+0j) (2.40527691839518+0j) (2.4394043729118997+0j) (2.550328105425568+0j) (2.564076756284258+0j) (2.6517158543756003+0j) (2.99999999999999+0j) (2.999999999999999+0j) (3.0000000000000027+0j) (3.000000000000004+0j) (3.236171221791415+0j) (3.7711880713825967+0j) (3.8643612554270326+0j) (3.943278434423752+0j) (3.999999999999995+0j) (3.999999999999996+0j) (3.999999999999996+0j) (3.999999999999998+0j) (3.9999999999999982+0j) (3.9999999999999987+0j) (3.999999999999999+0j) (3.999999999999999+0j) (3.9999999999999996+0j) (3.9999999999999996+0j) (4+0j) (4+0j) (4+0j) (4.000000000000002+0j) (4.000000000000002+0j) (4.000000000000003+0j) (4.0000000000000036+0j) (4.0000000000000036+0j) (4.000000000000005+0j) (4.000000000000006+0j) (4.661092776771712+0j) (4.877795460621874+0j) (4.999999999999998+0j) (4.999999999999999+0j) (4.999999999999999+0j) (4.999999999999999+0j) (4.999999999999999+0j) (5+0j) (5.000000000000002+0j) (5.000000000000003+0j) (5.0000000000000036+0j) (5.0000000000000036+0j) (5.000000000000005+0j) (5.00000000000001+0j) (5.0000000000000115+0j) (5.0000000000000115+0j) (5.000000000000017+0j) (5.000000000000018+0j) (5.475947765659012+0j) (5.596963491733506+0j) (5.836315015921092+0j) (6.0000000000000036+0j) (6.0000000000000195+0j) (6.082778211227191+0j) (6.245573589175234+0j) (6.545024209997373+0j) (6.5730602140446+0j) (7.609052085755198+0j) (7.999999999999999+0j) (8.457617238988085+0j) (9.046061308869845+0j) (9.250929950102224+0j) (10.15469639397306+0j) (10.34859920324207+0j) (11.116198605947226+0j) (11.41584532769396+0j) 
(-1.687616778726184e-15+0j) (-9.545036222438446e-16+0j) (-2.481131737033107e-16+0j) 0j 0j 0j 0j (1.1848974168767899e-15+0j) (1.2597524947793613e-15-1.1528341361872238e-16j) (1.2597524947793613e-15+1.1528341361872238e-16j) (1.3769208738218472e-15+0j) (0.0587900739713529+0j) (0.07119506230177515+0j) (0.14582986375752785+0j) (0.16316340551854455+0j) (0.181819206266791+0j) (0.3114616717403141+0j) (0.3445377268684686+0j) (0.3684511168679888+0j) (0.408543853490894+0j) (0.4384471871911704+0j) (0.4604163768859524+0j) (0.5004509964582277+0j) (0.5809908170187724+0j) (0.6096527065097245+0j) (0.7050935650593466+0j) (0.7379239541310012+0j) (0.8533957434582753+0j) (0.9911628929246414+0j) (0.9999999999999982+0j) (0.9999999999999987+0j) (1+0j) (1.0000000000000004+0j) (1.000000000000001+0j) (1.1783978946031923+0j) (1.475828210740052+0j) (1.5701558373308653+0j) (1.602399707212507+0j) (1.6147257578167675+0j) (1.7220320987091817+0j) (1.8348626684180476+0j) (1.9005552143389741+0j) (1.929751433369359+0j) (1.961744216126581+0j) (1.999999999999995+0j) (1.9999999999999973+0j) (2.000000000000004+0j) (2.069351915733196+0j) (2.3749213135496574+0j) (2.539829044374932+0j) (2.601838379393001+0j) (2.999999999999998+0j) (3+0j) (3.0000000000000018+0j) (3.000000000000002+0j) (3.0000000000000027+0j) (3.0000000000000036+0j) (3.0000000000000036+0j) (3.0000000000000075+0j) (3.0000000000000098+0j) (3.070651691447245+0j) (3.19990617590114+0j) (3.277467415463641+0j) (3.744940671577918+0j) (3.9999999999999902+0j) (3.9999999999999982+0j) (3.9999999999999982+0j) (3.999999999999999+0j) (4+0j) (4.000000000000003+0j) (4.0000000000000036+0j) (4.000000000000004+0j) (4.000000000000012+0j) (4.000000000000018+0j) (4.076161802959548+0j) (4.2527838383019505+0j) (4.430973671276766+0j) (4.561552812808825+0j) (4.571336098676968+0j) (4.9299821131529775+0j) (4.967713837565499+0j) (4.999999999999997+0j) (5+0j) (5.000000000000001+0j) (5.000000000000001+0j) (5.000000000000001+0j) (5.000000000000002+0j) (5.000000000000002+0j) (5.000000000000002+0j) (5.000000000000005+0j) (5.000000000000006+0j) (5.000000000000006+0j) (5.000000000000007+0j) (5.0514300146093465+0j) (5.128088024509837+0j) (5.385417581766638+0j) (5.869882673448477+0j) (5.9999999999999565+0j) (6.00000000000001+0j) (6.291549357195863+0j) (6.677385365829325+0j) (6.786856235901644+0j) (6.80205818691656+0j) (7.456543379920553+0j) (7.5782892479431325+0j) (8.599235494266557+0j) (8.605047456142872+0j) (9.131612270044764+0j) (9.163693160511349+0j) (9.501595800757793+0j) (10.430229536564275+0j) (14.022036125099037+0j) (16.12786004730269+0j) 
(-2.4773903472724146e-15+0j) (-1.6823629389676842e-15+0j) (-4.579714878937173e-16+0j) (-1.3397580953937315e-16+0j) (-1.0419287182046386e-16+0j) 0j 0j 0j 0j (3.5864642689520216e-17-8.689340322514685e-17j) (3.5864642689520216e-17+8.689340322514685e-17j) (4.647466908299488e-16+0j) (1.2421219602964857e-15+0j) (0.052480294954870374+0j) (0.05786726196367622+0j) (0.12137055351622703+0j) (0.15288542081993867+0j) (0.17746503372676775+0j) (0.2367761220849682+0j) (0.30868469845720714+0j) (0.38512466375156695+0j) (0.4741991971775212+0j) (0.4933732141905564+0j) (0.5188056959079846+0j) (0.6839424760548386+0j) (0.7167213928783671+0j) (0.7221398981721889+0j) (0.7377764999208903+0j) (0.8614050776710533+0j) (0.9999999999999994+0j) (1+0j) (1.0000000000000007+0j) (1.0000000000000009+0j) (1.000000000000001+0j) (1.0743119128211969+0j) (1.1947488671549598+0j) (1.4575008098542184+0j) (1.4765581132279215+0j) (1.653377003858555+0j) (1.7501895637161076+0j) (1.8495097150349797+0j) (1.8814943247694926+0j) (1.9999999999999951+0j) (1.999999999999999+0j) (1.9999999999999996+0j) (2.000000000000001+0j) (2.145766712508782+0j) (2.2192854769700046+0j) (2.3111078174659814+0j) (2.528890152385507+0j) (2.601774365428587+0j) (2.723467202097134+0j) (2.945286048552883+0j) (2.999999999999994+0j) (2.9999999999999956+0j) (2.999999999999999+0j) (3.000000000000001+0j) (3.000000000000001+0j) (3.0000000000000027+0j) (3.000000000000003+0j) (3.346728002105165+0j) (3.5015447691007533+0j) (3.595225142395387+0j) (3.8219132009308163+0j) (3.9999999999999956+0j) (4.000000000000002+0j) (4.000000000000004+0j) (4.000000000000007+0j) (4.17008648662604+0j) (4.182849568240977+0j) (4.465710630828612+0j) (4.6517109433131285+0j) (4.802226859882946+0j) (4.893817954625859+0j) (4.954194758746442+0j) (4.999999999999993+0j) (4.999999999999996+0j) (4.999999999999996+0j) (4.9999999999999964+0j) (4.999999999999999+0j) (4.999999999999999+0j) (4.999999999999999+0j) (5+0j) (5+0j) (5.000000000000001+0j) (5.000000000000003+0j) (5.000000000000004+0j) (5.000000000000005+0j) (5.000000000000005+0j) (5.000000000000006+0j) (5.000000000000008+0j) (5.036190415611037+0j) (5.537849036703749+0j) (5.791495376239894+0j) (5.840187166919594+0j) (6.0000000000000275+0j) (6.012722709363343+0j) (6.262599371100773+0j) (6.50657765062242+0j) (6.781001397299567+0j) (6.79787261071663+0j) (6.976475801147348+0j) (7.000000000000013+0j) (7.000000000000016+0j) (7.000000000000016+0j) (7.262384133421611+0j) (7.641955485431023+0j) (8.354014154901972+0j) (8.901203165334158+0j) (9.158942952127509+0j) (9.456231288108293+0j) (9.594628393042504+0j) (12.187374988017648+0j) 
